id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04569786,"Active, not recruiting",Interventional,"October 29, 2020",252,CORONAVIRUS DISEASE (COVID),UNITED STATES,V590,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Trial to Evaluate the Safety and Immunogenicity of V590 in Healthy Adults","February 08, 2021",Merck Sharp & Dohme Corp.
NCT04408287,Not yet recruiting,Interventional,"September 15, 2020",50,SPINAL CORD INJURIES,CANADA,WEBEX PHYSICAL ACTIVITY PROGRAM,Improving Activity Engagement Among Persons With SCI During COVID-19,"February 08, 2021",Lawson Health Research Institute
NCT04384549,Recruiting,Interventional,"May 20, 2020",1120,INFECTION,FRANCE,BCG GROUP,Randomized Controlled Trial Evaluating the Efficacy of Vaccination With Bacillus Calmette and Guérin (BCG) in the Prevention of COVID-19 Via the Strengthening of Innate Immunity in Health Care Workers,"February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04522310,Recruiting,Observational,"May 20, 2020",183,COVID,FRANCE,MR-PRO-ADM,ProAdrenomedullin Assessment of Multi-Organ Failure in COvid-19 Sepsis,"February 08, 2021",Centre Hospitalier de Lens
NCT04405076,"Active, not recruiting",Interventional,"May 29, 2020",600,SARS-COV2,UNITED STATES,BIOLOGICAL: MRNA-1273,"A Phase 2a, Randomized, Observer-Blind, Placebo Controlled, Dose-Confirmation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1273 SARS-COV-2 Vaccine in Adults Aged 18 Years and Older","February 08, 2021","ModernaTX, Inc."
NCT04392141,Recruiting,Interventional,"April 1, 2020",200,COVID,"IRAN, ISLAMIC REPUBLIC OF",STANDARD TREATMENT,Application of Colchicine Plus Herbal Phenolic Monoterpene Fractions to Treat COVID-19,"February 08, 2021",Kermanshah University of Medical Sciences
NCT04719039,Not yet recruiting,Interventional,February 2021,30,YOGA,HONG KONG,RESTORATIVE YOGA INTERNVENTION,The Effect of Restorative Yoga Self-Practice on Sleep Disturbance: A Pilot Randomized Controlled Trial,"February 08, 2021",Chinese University of Hong Kong
NCT04419870,Recruiting,Observational,"February 11, 2021",200,MITOCHONDRIAL DISEASE,UNITED STATES,,"Acute Infection in Mitochondrial Disease: An Observational Prospective Natural History Study of Metabolism, Infection and Immunity During the COVID19 Pandemic","February 08, 2021",National Human Genome Research Institute (NHGRI)
NCT04468893,Recruiting,Interventional,"May 20, 2020",128,ANXIETY,MEXICO,ONLINE INTERVENTION MENTAL HEALTH COVID-19,"Effectiveness of a Self-applied Positive Psychology Online Intervention Program ""Mental Health COVID-19"" in Mexican Population: A Randomized Controlled Trial.","February 08, 2021",Universidad Internacional de Valencia
NCT04366245,Recruiting,Interventional,"April 23, 2020",72,SARS-COV2,SPAIN,HYPERIMMUNE PLASMA,"Phase I / II Multicentre, Randomized and Controlled Clinical Trial to Evaluate the Efficacy of Treatment With Hyperimmune Plasma Obtained From Convalescent Antibodies of COVID-19 Infection","February 08, 2021",Andalusian Network for Design and Translation of Advanced Therapies
NCT04460534,Recruiting,Interventional,"May 7, 2020",100,COVID,FRANCE,DIAGNOSTIC,Detection of SARS-CoV-2 in the Semen of COVID+ Patients (Positive RT-PCR on a Nasopharyngeal Swab),"February 08, 2021",GCS Ramsay Santé pour l'Enseignement et la Recherche
NCT04424446,Recruiting,Observational,"July 13, 2020",5000,COVID,UNITED STATES,,Evaluation of Saliva as Source of Detection for SARS-CoV-2,"February 08, 2021",National Institutes of Health Clinical Center (CC)
NCT03823469,Recruiting,Interventional,"May 20, 2019",78,OVERWEIGHT,ISRAEL,CCTP,Evaluating the Impact of a Culinary Coaching Telemedicine Program on Body Weight and Metabolic Outcomes - A Randomized Controlled Trial,"February 08, 2021",Spaulding Rehabilitation Hospital
NCT04530396,"Active, not recruiting",Interventional,"September 7, 2020",33758,COVID PREVENTION,RUSSIAN FEDERATION,GAM-COVID-VAC,"Randomized Double-blind Placebo-controlled Multi-center Clinical Trial in Parallel Assignment of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Combined Vector Vaccine in SARS-СoV-2 Infection Prophylactic Treatment","February 08, 2021","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04393415,Recruiting,Interventional,"May 25, 2020",100,VIRUS,EGYPT,STEM CELLS,the Effect of PRP and Cord Blood in Improving the Symptoms of Covid-19,"February 08, 2021",Aljazeera Hospital
NCT04421508,"Active, not recruiting",Interventional,"July 12, 2020",500,COVID,UNITED STATES,INOPULSE,"A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Pulsed, Inhaled Nitric Oxide (iNO) Versus Placebo in Subjects With Mild or Moderate Coronavirus (COVID-19)","February 08, 2021",Bellerophon Pulse Technologies
NCT04453579,Completed,Observational [Patient Registry],"March 9, 2020",116,OBESE,ITALY,TELEPHONIC INTERVIEW DURING THE ITALIAN LOCKDOWN.,Was it Right to Stop Bariatric Surgery During COVID-19 Lockdown?,"February 08, 2021",University of Rome Tor Vergata
NCT04399681,Recruiting,Interventional,"May 10, 2020",100,COVID,TURKEY,BEDSIDE LUNG ULTRASOUND,The Utility of Bedside Lung Ultrasonography on Diagnosis of COVID-19 at Emergency Department,"February 08, 2021",Kanuni Sultan Suleyman Training and Research Hospital
NCT04418947,Completed,Interventional,"June 15, 2020",11120,COMMUNICATION RESEARCH,UNITED STATES,COMMUNICATION TYPE,Comparison of the Effectiveness of Communication Strategies on the Return to In-Person Visits to a Medical Center After the Emergence of COVID-19: A Randomized Trial,"February 08, 2021",University of Pennsylvania
NCT04605692,Completed,Observational,"March 9, 2020",706,BURNOUT,TURKEY,,Attitudes and Predictive Factors of Psychological Distress and Occupational Burnout Among Dentists During COVID-19 Pandemic in Turkey,"February 08, 2021",Akdeniz University
NCT04475471,Recruiting,Observational,"June 11, 2020",5200,COVID,ARGENTINA,,WHF COVID-19 and Cardiovascular Disease Survey,"February 08, 2021",Public Health Foundation of India
NCT04412317,Recruiting,Observational [Patient Registry],"June 3, 2020",600,COVID,FRANCE,,"National Observatory of the Care of Young Sick Children in Community or Not, Indications and Cost-effectiveness of PCR-Sars-CoV-2 - VIGIL Study","February 08, 2021",Centre Hospitalier Intercommunal Creteil
NCT04658979,Recruiting,Interventional,December 2020,30,CHRONIC PULMONARY DISEASE,CANADA,PULMONARY TELE-REHABILITATION,Evaluation of the Feasibility and Safety of a Pulmonary Tele-rehabilitation Program in the Times of COVID-19,"February 08, 2021",Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec
NCT04355624,Recruiting,Observational,"April 15, 2020",80,COVID,FRANCE,,Characterization of Kidney Involvement in COVID-19 Disease: a French Multi-center Prospective Observational Study,"February 08, 2021",Centre Hospitalier Universitaire de Nice
NCT04422535,Recruiting,Observational,"May 29, 2020",80,CORONAVIRUS INFECTION,SPAIN,,Observational Study to Evaluate the Effects on the Qt Interval of COVID-19 Coronavirus Infection in Critically Ill Patients,"February 08, 2021",Matilde Zaballos
NCT04585945,Recruiting,Observational,"August 4, 2020",100,COVID,UNITED STATES,POSITIVE FOR SARS-COV-2 INFECTION,Pregnancy Outcomes During the Pandemic: Using Placental Pathology and Gene Expression to Understand Fetal Risk,"February 08, 2021",Prisma Health-Upstate
NCT04389372,Recruiting,Interventional,"March 15, 2020",50,MIGRAINE HEADACHE,ITALY,MINDFULNESS,Feasibility and Effectiveness of Mindfulness Program by Smartphone for Patients With Chronic Migraine and Medication Overuse During Covid-19 Emergency,"February 08, 2021",Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta
NCT04668170,Recruiting,Observational,"May 5, 2020",340,COVID,FRANCE,BLOOD COLLECTION ON ADMISSION AND LONGITUDINALLY,Identification of Predictive Immune Biomarkers Based on the Understanding of COVID-19 Pathogenesis to Influence Therapeutic Management,"February 08, 2021","University Hospital, Toulouse"
NCT04652102,Recruiting,Interventional,"December 14, 2020",36500,COVID,BELGIUM,CVNCOV,"COVID-19: A Phase 2b/3, Randomized, Observer-Blinded, Placebo-Controlled, Multicenter Clinical Study Evaluating the Efficacy and Safety of Investigational SARS-CoV-2 mRNA Vaccine CVnCoV in Adults 18 Years of Age and Older","February 08, 2021",CureVac AG
NCT04677270,Completed,Interventional,"August 31, 2020",397,PROBLEM SOLVING,SWEDEN,DIGITAL PROBLEM SOLVING TOOL,Evaluation of Two Versions of a Digital Problem Solving Tool for the General Public Specific for the COVID-19 Pandemic,"February 08, 2021",Karolinska Institutet
NCT04320017,Recruiting,Observational,"March 20, 2020",500,COVID,FRANCE,"ELECTROCARDIOGRAM, TRANSTHORACIC ECHOCARDIOGRAPHY AND CLINICO-BIOLOGICAL PARAMETERS IN ROUTINE CARE",Joint Use of Electrocardiogram and Transthoracic Echocardiography With Other Clinico-biological Parameters in an Observational Study to Monitor Cardio-vascular Events and Predict Outcomes in Patients Diagnosed With COVID-19,"February 08, 2021",Groupe Hospitalier Pitie-Salpetriere
NCT04391738,"Active, not recruiting",Observational,"February 1, 2020",1200,SARS-COV2,FRANCE,PATIENTS ADMITTED TO INTENSIVE CARE UNIT WITH SARS-COV2,Relationship Between Obesity and Severe Acute Respiratory Syndrome Coronavirus-2 in Patient With SARS-CoV-2 Admitted in Intensive Care : A Multicenter Retrospective Cohort Study,"February 08, 2021","University Hospital, Lille"
NCT04376944,Recruiting,Observational,"April 1, 2020",300,CAREGIVERS,FRANCE,SURVEY,Evaluating Effectiveness of Barrier Measures to Limit Nosocomial Transmission: Covid-19 Prevalence Survey Among Caregivers With Various Exposures,"February 08, 2021","University Hospital, Montpellier"
NCT04422574,Completed,Observational,"May 1, 2020",97,COVID,FRANCE,,COVID 19 Serology in Pulmonologists : Pneumo Sero Cov,"February 08, 2021","University Hospital, Montpellier"
NCT04442958,Completed,Interventional,"May 15, 2020",60,ACUTE RESPIRATORY DISTRESS SYNDROME,TURKEY,CONVALESCENT IMMUNE PLASMA,Effectiveness of Convalescent Immune Plasma Therapy in Severe COVID-19 Patients With Acute Respiratory Distress Syndrome,"February 08, 2021",Bagcilar Training and Research Hospital
NCT04610502,"Active, not recruiting",Interventional,"September 6, 2020",26,COVID,COSTA RICA,ADMINISTRATION OF EQUINE IMMUNOGLOBULIN ANTI SARS-COV-2,"Randomized, Controlled, Double-blind, Multicenter Clinical Study to Compare the Efficacy and Safety of the Administration of Two Hyperimmune Equine Anti-Sars-CoV-2 (""S"" and ""M"") Serum Formulations in Hospitalized Patients With COVID-19","February 08, 2021",Caja Costarricense de Seguro Social
NCT03681288,"Active, not recruiting",Interventional,"May 21, 2019",24,SUBSTANCE USE DISORDER,UNITED STATES,MINDFUL SELF-COMPASSION,Mindful Self Compassion for Combat Deployed Veterans With Moral Injury and Co-occurring PTSD-SUD,"February 08, 2021",VA Office of Research and Development
NCT03758235,"Active, not recruiting",Interventional,"September 1, 2018",140,OVERACTIVE BLADDER SYNDROME,ITALY,INCOBOTULINUMTOXINA 100 UNT INJECTION [XEOMIN],Incobotulinumtoxin Versus Onabotulinumtoxin in the Treatment of Patients With Overactive Bladder Syndrome,"February 08, 2021",University Of Perugia
NCT04555096,Recruiting,Interventional,"September 9, 2020",50,COVID,UNITED STATES,GC4419,"A Pilot, Randomized, Placebo-Controlled Trial of GC4419 (Avasopasem Manganese) in Patients With Critical Illness Due to SARS-CoV-2 Infection (COVID-19)","February 08, 2021","Galera Therapeutics, Inc."
NCT04516928,Recruiting,Observational,"September 21, 2020",950,SARS-COV INFECTION,FRANCE,ANTI-SARS-COV2 SEROLOGY,Study of SARS-CoV2 Virus (COVID-19) Seroprevalence Among Lyon-Bron Military Health Schools Personnel,"February 08, 2021",Direction Centrale du Service de Santé des Armées
NCT04476927,Not yet recruiting,Interventional,"August 1, 2020",300,COVID,,DIANOSE,Collecting and Evaluating Data of Potential Volatile Biomarkers in the Exhaled Air of Subjects With and Without COVID-19 by DiaNose,"February 08, 2021",Nanose Medical Ltd.
NCT04699578,Recruiting,Observational,"December 28, 2020",230,COVID,ITALY,COVID-19 POSITIVE,Impact of COVID-19 Infection on the Course of Pregnancy and Fetal-neonatal Outcomes,"February 08, 2021","University of Campania ""Luigi Vanvitelli"""
NCT04325867,Recruiting,Interventional,"March 31, 2020",200,ANGINA PECTORIS,ROMANIA,TELE-MEDICINE PLATFORM,"Integrated Distance Management Strategy for Patients With Cardiovascular Disease (Ischaemic Coronary Artery Disease, High Blood Pressure, Heart Failure) in the Context of the COVID-19 Pandemic","February 08, 2021",Professor Adrian Covic
NCT04337983,Recruiting,Observational,"March 13, 2020",200,CORONAVIRUS,FRANCE,TRANSPULMONARY THERMODILUTION,Hemodynamic Characteristics of Patients With SARS-CoV-2: PiCCOVID Study,"February 08, 2021",Bicetre Hospital
NCT04460105,Withdrawn,Interventional,"October 31, 2020",0,COVID PNEUMONIA,,LANADELUMAB,"A Phase 1b, Randomized, Double-blind, Single and Repeat Dosing Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of Lanadelumab When Added to Standard-of-Care in Subjects Hospitalized With COVID-19 Pneumonia","February 08, 2021",Shire
NCT04344106,Recruiting,Interventional,"April 1, 2020",25,CORONAVIRUS INFECTION,FRANCE,PRONE POSITIONING,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study (ProCov),"February 08, 2021",ELHARRAR Xavier
NCT04341675,Recruiting,Interventional,"April 24, 2020",30,COVID,UNITED STATES,SIROLIMUS,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia (The SCOPE Trial),"February 08, 2021",University of Cincinnati
NCT04342104,Recruiting,Observational,"April 1, 2020",100,RESPIRATORY FAILURE,SPAIN,MONITORING FOR AGGRAVATION,NIV and CPAP Failure Predictors in COVID-19 Associated Respiratory Failure,"February 08, 2021",Hospital General Universitario Morales Meseguer
NCT04557358,Recruiting,Observational,"July 1, 2020",346,RHEUMATOID ARTHRITIS,MEXICO,COVID-19 SURVEY,Impact in the Medical Care Among the Rheumatic Diseases Patients in a Tertiary Hospital in México During the COVID-19 Pandemic,"February 08, 2021","National Institute of Medical Sciences and Nutrition, Salvador Zubiran"
NCT04347694,Recruiting,Observational,"April 11, 2020",400,SARS-COV2,AUSTRIA,,COVID-19 Serology in Nephrology Health Care Workers,"February 08, 2021",Medical University of Vienna
NCT04273763,"Active, not recruiting",Interventional,"February 16, 2020",18,NOVEL CORONAVIRUS PNEUMONIA,CHINA,BROMHEXINE HYDROCHLORIDE TABLETS,Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19),"February 08, 2021",Second Affiliated Hospital of Wenzhou Medical University
NCT04341870,Suspended,Interventional,"April 11, 2020",27,COVID,FRANCE,SARILUMAB,"Efficacy of Sarilumab + Azithromycin + Hydroxychloroquine, and Sarilumab Alone, for Adult Patients Hospitalized With Moderate to Severe COVID-19: a Multicenter Open-label 1:1 Randomized Controlled Trial","February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04734288,Enrolling by invitation,Interventional,"January 22, 2021",150,IMMUNE RESPONSE,UNITED STATES,"VIT.D3 5000 IU, IMMUNE ACTIVE",LIFEHOUSE: a Lifestyle Intervention and Functional Evaluation- a Health OUtcome SurvEy; Description of the Tent Bucket -Immune Support,"February 08, 2021","Metagenics, Inc."
NCT04459975,Recruiting,Observational,"April 1, 2020",200,ON OCCURRENCE OF ACURATE KIDNEY INJURY DURING INTENSIVE CARE UNIT,FRANCE,NON INTERVENTIONAL STUDY,Acute Kidney Injury and Renal Outcomes for COVID-19 Patients in Intensive Care Units,"February 08, 2021",Hospices Civils de Lyon
NCT04338126,Not yet recruiting,Interventional,"September 30, 2021",60,COVID,UNITED STATES,TRANEXAMIC ACID,Exploratory Studies of the Effect of Tranexamic Acid Treatment on the Progression of COVID19 in Inpatients,"February 08, 2021",University of Alabama at Birmingham
NCT04495543,Recruiting,Interventional,"December 1, 2020",75,SUICIDAL IDEATION,CANADA,BRIEF SKILLS FOR SAFER LIVING,"Mitigating Suicide Risk During the COVID-19 Pandemic Via Telehealth Using an Intensive Single Session of ""Brief Skills for Safer Living""","February 08, 2021",Unity Health Toronto
NCT03683394,"Active, not recruiting",Interventional,"August 30, 2018",172,DEMENTIA,UNITED STATES,SMARRT INTERVENTION,Multidomain Alzheimers Risk Reduction Study (MARRS) Pilot,"February 08, 2021",Kaiser Permanente
NCT04339790,"Active, not recruiting",Observational,"April 7, 2020",10000,HEALTHY VOLUNTEER,UNITED STATES,,Mental Health Impact of COVID-19 Pandemic on NIMH Research Participants and Volunteers,"February 08, 2021",National Institute of Mental Health (NIMH)
NCT03117881,Recruiting,Interventional,"January 8, 2018",833,MULTIPLE SCLEROSIS,UNITED STATES,DIRECTCAM,Comparative Effectiveness Trial Between a Clinic- and Home-Based Complementary and Alternative Medicine Telerehabilitation Intervention for Adults With Multiple Sclerosis (MS),"February 08, 2021",University of Alabama at Birmingham
